ID,Education,Marital_Status,Income,Recency,Wine_Spending,Fruit_Spending,Meat_Spending,Fish_Spending,Sweet_Spending,Gold_Spending,Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visit,Complain,Partner,Monetary,Frequency,Age,Length,Total_Campaign,Cluster_Group,CLV,Churn_Risk,Engagement_Score,Loyalty_Status
8210,Master,Married,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,1,405,13,40-49,868,0,0,2025,Low,24.269801980198018,Regular
833,Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,2,72,6,60-69,641,0,0,360,Low,8.925742574257427,Regular
6230,Middle,Others,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,2,189,9,40-49,1049,0,0,945,Low,14.992574257425742,Regular
7325,Master,Others,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,1,40,4,19-29,915,0,0,200,Low,5.792079207920793,New
1307,Middle,Others,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,1,63,7,30-39,690,0,0,315,Low,9.997524752475249,Regular
1502,Middle,Others,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,1,52,5,30-39,1015,0,0,260,Low,7.279702970297029,Regular
6211,Master,Others,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,1,39,4,30-39,608,0,0,195,Low,5.772277227722773,New
843,Middle,Married,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,1,805,21,40-49,584,0,2,4025,Low,42.19059405940594,Loyal
4174,Master,Others,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,1,130,7,50-59,623,0,0,650,Low,11.324257425742575,Regular
9757,Middle,Others,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,1631,23,40-49,818,3,2,8155,Low,61.0470297029703,Loyal
6918,Middle,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,1,34,4,19-29,910,0,0,170,Low,5.673267326732674,New
286,Middle,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,2,152,8,60-69,762,0,0,760,Low,13.00990099009901,Regular
11086,Basic,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,1,21,4,30-39,712,0,0,105,Low,5.415841584158416,New
1921,Master,Married,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,3,71,5,40-49,819,0,0,355,Low,7.655940594059405,Regular
4138,Middle,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,1,899,22,50-59,586,1,2,4495,Low,45.301980198019805,Loyal
7718,Master,Others,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,711,9,60-69,620,0,2,3555,Low,25.32920792079208,Regular
1291,Master,Others,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,1,351,12,30-39,1244,0,0,1755,Low,21.950495049504955,Regular
6862,Middle,Others,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,8,0,40-49,592,0,0,40,Low,0.15841584158415842,New
4136,Basic,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,1,119,7,19-29,1123,0,0,595,Low,11.106435643564359,Regular
803,Middle,Others,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,2,21,3,40-49,1000,0,0,105,Low,4.165841584158417,New
4298,Master,Others,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,1,10,3,40-49,647,0,0,50,Low,3.9480198019801986,New
10833,Middle,Married,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,973,24,40-49,586,1,2,4865,Low,49.267326732673276,Loyal
9606,Master,Married,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1536,12,50-59,856,3,2,7680,Low,45.415841584158414,Regular
8534,Middle,Married,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,2,992,24,60-69,898,1,2,4960,Low,49.64356435643565,Loyal
5153,Master,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,1529,32,40-49,1042,2,1,7645,Low,70.27722772277227,Loyal
961,Middle,Married,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,1,860,15,40-49,840,0,0,4300,Low,35.77970297029703,Regular
5011,Middle,Others,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,1,928,21,50-59,804,0,2,4640,Low,44.62623762376238,Loyal
6653,Master,Married,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,2,418,14,40-49,1249,1,1,2090,Low,25.777227722772277,Regular
9094,Basic,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,587,14,60-69,1245,1,1,2935,Low,29.12376237623763,Regular
810,Middle,Married,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,1,641,17,40-49,598,0,2,3205,Low,33.943069306930695,Loyal
5493,Middle,Married,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,2,23,3,30-39,652,1,0,115,Low,4.205445544554456,New
2147,Middle,Others,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,2279,22,40-49,867,2,1,11395,Low,72.62871287128714,Loyal
5107,Master,Others,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,2,49,4,40-49,591,1,0,245,Low,5.970297029702971,New
3979,Master,Others,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1779,16,30-39,953,2,1,8895,Low,55.22772277227723,Loyal
6049,Master,Others,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,1804,26,30-39,756,2,2,9020,Low,68.22277227722773,Loyal
8147,Middle,Married,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,2,48,5,50-59,908,0,0,240,Low,7.20049504950495,Regular
1857,Middle,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,2,83,5,60-69,665,1,0,415,Low,7.893564356435643,Regular
3910,Middle,Others,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,0,1862,17,40-49,814,4,2,9310,Low,58.12128712871287,Loyal
5207,Master,Married,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,2,793,19,50-59,1193,1,1,3965,Low,39.45297029702971,Loyal
11114,Middle,Others,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,1,84,6,40-49,1056,0,0,420,Low,9.163366336633665,Regular
5429,Master,Married,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,1,183,9,60-69,863,0,0,915,Low,14.873762376237623,Regular
9400,Basic,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,1383,18,50-59,558,0,2,6915,Low,49.886138613861384,Loyal
1740,Middle,Married,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,999,14,70-79,633,1,2,4995,Low,37.28217821782178,Regular
7488,Master,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,1,825,21,50-59,1073,0,1,4125,Low,42.586633663366335,Loyal
195,Middle,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,246,10,40-49,1222,2,0,1230,Low,17.37128712871287,Regular
635,Master,Married,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,2,610,17,40-49,1017,0,1,3050,Low,33.32920792079208,Loyal
7527,Master,Others,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,1,76,6,40-49,1135,0,0,380,Low,9.004950495049506,Regular
10319,Middle,Married,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,1286,18,40-49,1038,1,1,6430,Low,47.96534653465346,Loyal
2296,Master,Married,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,1,30,3,40-49,745,1,0,150,Low,4.344059405940595,New
10637,Middle,Married,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,3,99,6,50-59,1094,0,0,495,Low,-0.5396039603960388,Regular
2931,Middle,Others,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,1192,22,30-39,1196,1,1,5960,Low,51.103960396039604,Loyal
907,Middle,Married,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,1,362,13,40-49,762,0,0,1810,Low,23.418316831683168,Regular
3698,Middle,Others,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,2130,18,30-39,1239,2,1,10650,Low,64.67821782178218,Loyal
9516,Basic,Others,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,0,1229,26,40-49,1230,3,1,6145,Low,56.83663366336633,Loyal
679,Master,Married,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,2,38,4,50-59,1197,0,0,190,Low,5.752475247524753,New
7384,Master,Others,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,485,15,60-69,893,0,0,2425,Low,28.3539603960396,Regular
5043,Basic,Married,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,434,11,60-69,1151,0,0,2170,Low,22.344059405940595,Regular
5267,Middle,Others,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,1,44,4,40-49,1022,0,0,220,Low,5.871287128712872,New
339,Master,Married,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,496,16,40-49,1133,2,1,2480,Low,29.821782178217827,Loyal
2516,Basic,Married,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,2,78,5,40-49,936,0,0,390,Low,7.794554455445544,Regular
9010,Master,Married,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,0,2346,22,40-49,1054,4,1,11730,Low,73.95544554455446,Loyal
378,Middle,Married,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,794,19,40-49,1096,0,1,3970,Low,39.472772277227726,Loyal
4808,Middle,Married,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,17,3,50-59,847,0,0,85,Low,4.086633663366338,New
5068,Middle,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,1,26,4,40-49,883,0,0,130,Low,5.514851485148515,New
7628,Basic,Married,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,1,76,6,40-49,653,0,0,380,Low,9.004950495049506,Regular
7128,Master,Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,2,15,3,30-39,754,0,0,75,High,4.047029702970298,New
2811,Master,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,2,62,5,50-59,628,0,0,310,Low,7.477722772277227,Regular
3551,Master,Others,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,1,198,8,60-69,642,0,0,990,Low,13.920792079207922,Regular
1663,Master,Others,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,1,49,4,30-39,797,0,0,245,High,5.970297029702971,New
5543,Middle,Others,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,802,20,40-49,920,1,1,4010,Low,40.881188118811885,Loyal
1577,Middle,Married,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1736,14,60-69,680,2,2,8680,Low,51.87623762376238,Regular
10641,Middle,Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,2,57,6,30-39,1099,0,0,285,Low,8.62871287128713,Regular
5336,Master,Others,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,1,59,2,40-49,940,0,0,295,Low,3.668316831683169,New
6024,Middle,Others,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,2302,18,60-69,1032,4,1,11510,Low,68.08415841584159,Loyal
1878,Basic,Married,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,37,5,30-39,681,0,0,185,Low,6.982673267326733,Regular
3099,Middle,Others,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,2,310,11,40-49,1039,0,0,1550,Low,19.88861386138614,Regular
6055,Middle,Married,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,1305,18,30-39,1155,1,1,6525,Low,48.34158415841584,Loyal
5841,Middle,Others,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,1,832,21,40-49,916,0,1,4160,Low,42.725247524752476,Loyal
3972,Middle,Others,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,2,401,13,30-39,1002,0,0,2005,Low,24.19059405940594,Regular
4394,Master,Married,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,1501,22,50-59,587,2,2,7505,Low,57.22277227722772,Loyal
5758,Middle,Married,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,0,1189,27,30-39,716,5,2,5945,Low,57.29455445544554,Loyal
6658,Middle,Others,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,1,1194,25,40-49,892,0,2,5970,Low,54.89356435643564,Loyal
4603,Master,Married,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,1,656,19,50-59,699,0,2,3280,Low,36.740099009900995,Loyal
8427,Master,Single,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,1540,22,50-59,1133,0,1,7700,Low,57.995049504950494,Loyal
10260,Master,Others,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,1,311,12,50-59,857,0,0,1555,Low,21.158415841584162,Regular
7143,Basic,Others,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,1,820,21,60-69,785,0,2,4100,Low,42.48762376237624,Loyal
8789,Basic,Married,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,1,274,11,19-29,719,0,0,1370,Low,19.175742574257427,Regular
6197,Master,Single,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,2,57,6,50-59,985,0,0,285,Low,8.62871287128713,Regular
4554,Middle,Others,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,1,448,13,50-59,821,0,0,2240,Low,25.121287128712872,Regular
4937,Basic,Married,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,2,44,4,40-49,569,0,0,220,Low,5.871287128712872,New
1920,Middle,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,2,102,6,40-49,885,0,0,510,Low,9.519801980198022,Regular
8749,Middle,Others,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,1,61,4,30-39,698,0,0,305,Low,6.207920792079208,New
1650,Master,Married,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,1643,26,50-59,983,0,1,8215,Low,65.03465346534654,Loyal
10377,Master,Others,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,1,397,12,50-59,938,0,0,1985,Low,22.861386138613867,Regular
9206,Middle,Others,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,1,1121,24,40-49,723,1,2,5605,Low,52.1980198019802,Loyal
10971,Middle,Single,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,2,473,12,30-39,1214,2,0,2365,Low,14.366336633663368,Regular
6398,Basic,Married,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,1,50,6,40-49,642,0,0,250,Low,8.490099009900991,Regular
9212,Master,Married,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,1,1678,22,50-59,1050,0,1,8390,Low,60.727722772277225,Loyal
7937,Middle,Married,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,58,6,30-39,622,0,0,290,Low,8.64851485148515,Regular
839,Master,Married,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,1,170,8,40-49,827,0,0,850,Low,13.366336633663368,Regular
4246,Master,Single,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,373,2,30-39,749,0,0,1865,Low,9.886138613861387,New
158,Master,Others,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,0,0,1196,16,70-79,774,2,2,5980,Low,43.68316831683168,Loyal
4832,Middle,Married,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,1,101,6,30-39,664,0,0,505,Low,9.500000000000002,Regular
5621,Middle,Married,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,2,316,12,40-49,1114,1,0,1580,Low,21.25742574257426,Regular
1945,Middle,Married,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,1400,18,50-59,834,2,2,7000,Low,50.222772277227726,Loyal
5147,Middle,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,1424,26,60-69,885,0,2,7120,Low,60.698019801980195,Loyal
2535,Master,Married,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,844,19,30-39,1230,4,1,4220,Low,40.46287128712871,Loyal
11039,Middle,Married,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,1,311,11,40-49,835,0,0,1555,Low,19.90841584158416,Regular
9495,Middle,Others,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,1149,16,30-39,967,0,1,5745,Low,42.75247524752476,Loyal
9635,Master,Married,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,129,7,30-39,620,0,0,645,Low,11.304455445544555,Regular
2173,Middle,Others,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,1,32,4,60-69,806,0,0,160,Low,5.633663366336634,New
942,Middle,Single,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,299,11,30-39,1240,1,0,1495,Low,19.67079207920792,Regular
9386,Middle,Others,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,320,12,50-59,581,1,0,1600,Low,21.33663366336634,Regular
5510,Master,Married,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,1,441,13,30-39,1135,0,0,2205,Low,24.98267326732673,Regular
873,Master,Married,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,2,1178,17,60-69,1186,2,1,5890,Low,44.57673267326733,Loyal
2253,Middle,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,85,5,19-29,1048,0,0,425,Low,7.933168316831683,Regular
5181,Basic,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,1,24,3,30-39,1016,0,0,120,Low,4.225247524752476,New
979,Middle,Single,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,1,112,6,40-49,1044,0,0,560,Low,9.717821782178218,Regular
10390,Basic,Married,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,1,30,4,50-59,1054,0,0,150,Low,5.594059405940595,New
4698,Master,Married,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,410,14,30-39,924,0,0,2050,Low,25.61881188118812,Regular
7793,Middle,Others,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,1,800,21,30-39,852,1,2,4000,Low,42.09158415841584,Loyal
1745,Master,Others,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,1313,19,50-59,972,1,1,6565,Low,49.75000000000001,Loyal
10590,Master,Others,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,1483,22,50-59,1006,0,1,7415,Low,56.86633663366336,Loyal
5080,Middle,Single,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,1258,16,19-29,801,1,2,6290,Low,44.910891089108915,Loyal
8369,Middle,Others,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,1,28,3,19-29,1148,0,0,140,Low,4.304455445544555,New
5232,Middle,Married,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,1,227,10,50-59,703,0,0,1135,Low,16.995049504950494,Regular
2407,Middle,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1555,19,30-39,1147,2,1,7775,Low,54.54207920792079,Loyal
3834,Middle,Single,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,1,861,21,50-59,1019,0,1,4305,Low,43.29950495049505,Loyal
7912,Middle,Married,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,0,1,103,6,30-39,983,1,0,515,Low,9.539603960396041,Regular
7712,Master,Single,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,634,18,60-69,612,0,2,3170,Low,35.054455445544555,Loyal
1065,Middle,Single,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,1918,18,50-59,732,0,2,9590,Low,60.480198019801975,Loyal
7275,Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,2,131,7,40-49,818,0,0,655,Low,11.344059405940595,Regular
1343,Middle,Others,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,2,586,16,40-49,1191,0,1,2930,Low,31.603960396039604,Loyal
1384,Basic,Married,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,0,1,62,5,19-29,768,1,0,310,Low,7.477722772277227,Regular
9967,Middle,Others,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,0,2,447,14,40-49,945,0,0,2235,Low,26.351485148514854,Regular
6181,Basic,Others,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,939,26,60-69,1248,0,1,4695,Low,51.0940594059406,Loyal
10507,Basic,Others,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,0,1,797,11,30-39,889,1,0,3985,Low,29.53217821782178,Regular
2674,Master,Single,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,0,1,1143,15,50-59,1213,1,1,5715,Low,41.383663366336634,Regular
2698,Middle,Single,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,0,1,415,14,30-39,784,0,0,2075,Low,25.71782178217822,Regular
3231,Middle,Married,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,0,1,30,4,40-49,766,0,0,150,High,5.594059405940595,New
4096,Master,Others,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,1,187,9,40-49,735,0,0,935,Low,14.952970297029703,Regular
10476,Middle,Married,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,0,1,251,10,50-59,597,0,0,1255,Low,17.47029702970297,Regular
5948,Middle,Single,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,0,1,237,10,40-49,611,0,0,1185,Low,17.193069306930692,Regular
9140,Basic,Others,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,0,2,91,6,50-59,736,0,0,455,Low,9.301980198019804,Regular
10258,Master,Single,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,3,35,4,50-59,969,0,0,175,High,5.693069306930694,New
5675,Master,Others,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,493,16,50-59,1183,1,1,2465,Low,29.762376237623766,Loyal
4743,Master,Married,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,0,1,971,23,40-49,1033,0,1,4855,Low,47.97772277227723,Loyal
8805,Middle,Single,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,0,1,371,13,50-59,1124,0,0,1855,Low,23.596534653465344,Regular
1542,Middle,Single,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,0,3,396,14,40-49,731,0,0,1980,Low,25.34158415841584,Regular
6770,Middle,Married,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,0,1,68,5,30-39,863,2,0,340,Low,7.596534653465346,Regular
8773,Master,Others,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,0,1,322,12,40-49,919,1,0,1610,Low,21.37623762376238,Regular
10475,Master,Others,44161.83689837894,39,187,5,65,26,20,14,2,4,2,6,5,0,1,317,12,40-49,1004,0,0,1585,Low,21.27722772277228,Regular
10420,Master,Others,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,1,222,9,60-69,605,0,0,1110,Low,15.646039603960396,Regular
7514,Basic,Others,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,0,2,177,8,50-59,911,0,0,885,Low,13.504950495049506,Regular
2902,Middle,Others,36580.245948329706,87,19,4,12,2,2,6,1,1,0,3,5,0,2,45,4,50-59,1214,0,0,225,Low,5.891089108910892,New
4345,Basic,Single,35911.28204097242,49,5,1,9,2,0,4,1,1,0,2,7,0,2,21,3,50-59,718,0,0,105,Low,4.165841584158417,New
793,Middle,Married,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,0,1,45,5,40-49,1181,0,0,225,Low,7.14108910891089,Regular
10909,Middle,Married,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,0,0,1899,20,60-69,715,2,2,9495,Low,62.603960396039604,Loyal
3769,Master,Others,36496.62545991004,17,25,1,13,0,0,3,1,1,0,3,7,0,1,42,4,40-49,669,0,0,210,Low,5.831683168316832,New
8702,Basic,Others,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,2,22,4,30-39,863,0,0,110,Low,5.435643564356436,New
4791,Middle,Others,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,0,2,41,4,30-39,1110,0,0,205,Low,5.811881188118813,New
2963,Middle,Others,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,1440,20,30-39,608,0,2,7200,Low,53.51485148514852,Loyal
8216,Master,Married,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,0,2,325,11,40-49,811,0,0,1625,Low,20.185643564356436,Regular
8140,Middle,Others,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,0,1,95,7,40-49,819,0,0,475,Low,10.631188118811883,Regular
10146,Master,Others,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,0,1,42,4,40-49,669,0,0,210,Low,5.831683168316832,New
5289,Basic,Single,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,0,2,72,4,40-49,1147,0,0,360,Low,6.425742574257426,New
2587,Master,Married,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,0,1,20,5,40-49,595,0,0,100,Low,6.646039603960396,Regular
4405,Master,Married,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,0,2,789,21,50-59,884,0,2,3945,Low,41.87376237623762,Loyal
8663,Middle,Others,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,0,2,15,3,40-49,588,0,0,75,Low,4.047029702970298,New
2589,Middle,Others,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,1,59,6,40-49,692,0,0,295,Low,8.66831683168317,Regular
3421,Master,Others,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,1,908,21,40-49,984,0,1,4540,Low,44.23019801980198,Loyal
10490,Master,Married,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,0,2,417,12,40-49,1116,0,0,2085,Low,23.257425742574263,Regular
4094,Middle,Married,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,0,2,289,11,50-59,1223,0,0,1445,Low,19.472772277227723,Regular
9958,Middle,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,1,769,20,40-49,642,0,2,3845,Low,40.22772277227723,Loyal
2534,Middle,Married,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,0,1,188,8,60-69,619,0,0,940,Low,13.722772277227724,Regular
4188,Middle,Single,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,0,1,354,11,50-59,1235,1,1,1770,Low,20.759900990099013,Regular
6613,Master,Married,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,0,1,727,20,40-49,1175,0,1,3635,Low,39.396039603960396,Loyal
10827,Master,Married,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,0,2,146,7,40-49,1241,0,0,730,Low,11.641089108910892,Regular
5491,Master,Others,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,1,319,12,60-69,994,0,0,1595,Low,21.31683168316832,Regular
8402,Master,Married,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,0,1,794,20,60-69,744,0,2,3970,Low,40.722772277227726,Loyal
8783,Middle,Married,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,0,1,454,15,60-69,1209,0,1,2270,Low,27.740099009900987,Regular
10010,Master,Others,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,0,2,152,7,60-69,1211,1,0,760,Low,11.75990099009901,Regular
618,Master,Married,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,0,1,797,21,30-39,1189,0,1,3985,Low,42.03217821782178,Loyal
9121,Middle,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1690,14,40-49,955,4,1,8450,Low,50.96534653465346,Regular
